date,value,series
1962-12-01,82,Working days lost due to strikes
1963-01-01,54,Working days lost due to strikes
1963-02-01,56,Working days lost due to strikes
1963-03-01,101,Working days lost due to strikes
1963-04-01,92,Working days lost due to strikes
1963-05-01,187,Working days lost due to strikes
1963-06-01,144,Working days lost due to strikes
1963-07-01,125,Working days lost due to strikes
1963-08-01,400,Working days lost due to strikes
1963-09-01,107,Working days lost due to strikes
1963-10-01,189,Working days lost due to strikes
1963-11-01,131,Working days lost due to strikes
1963-12-01,170,Working days lost due to strikes
1964-01-01,381,Working days lost due to strikes
1964-02-01,178,Working days lost due to strikes
1964-03-01,179,Working days lost due to strikes
1964-04-01,268,Working days lost due to strikes
1964-05-01,204,Working days lost due to strikes
1964-06-01,172,Working days lost due to strikes
1964-07-01,249,Working days lost due to strikes
1964-08-01,100,Working days lost due to strikes
1964-09-01,159,Working days lost due to strikes
1964-10-01,161,Working days lost due to strikes
1964-11-01,159,Working days lost due to strikes
1964-12-01,68,Working days lost due to strikes
1965-01-01,123,Working days lost due to strikes
1965-02-01,371,Working days lost due to strikes
1965-03-01,421,Working days lost due to strikes
1965-04-01,263,Working days lost due to strikes
1965-05-01,503,Working days lost due to strikes
1965-06-01,328,Working days lost due to strikes
1965-07-01,183,Working days lost due to strikes
1965-08-01,169,Working days lost due to strikes
1965-09-01,149,Working days lost due to strikes
1965-10-01,195,Working days lost due to strikes
1965-11-01,145,Working days lost due to strikes
1965-12-01,74,Working days lost due to strikes
1966-01-01,147,Working days lost due to strikes
1966-02-01,186,Working days lost due to strikes
1966-03-01,153,Working days lost due to strikes
1966-04-01,121,Working days lost due to strikes
1966-05-01,391,Working days lost due to strikes
1966-06-01,790,Working days lost due to strikes
1966-07-01,133,Working days lost due to strikes
1966-08-01,64,Working days lost due to strikes
1966-09-01,60,Working days lost due to strikes
1966-10-01,163,Working days lost due to strikes
1966-11-01,135,Working days lost due to strikes
1966-12-01,57,Working days lost due to strikes
1967-01-01,133,Working days lost due to strikes
1967-02-01,171,Working days lost due to strikes
1967-03-01,155,Working days lost due to strikes
1967-04-01,184,Working days lost due to strikes
1967-05-01,227,Working days lost due to strikes
1967-06-01,195,Working days lost due to strikes
1967-07-01,164,Working days lost due to strikes
1967-08-01,142,Working days lost due to strikes
1967-09-01,379,Working days lost due to strikes
1967-10-01,600,Working days lost due to strikes
1967-11-01,321,Working days lost due to strikes
1967-12-01,115,Working days lost due to strikes
1968-01-01,157,Working days lost due to strikes
1968-02-01,268,Working days lost due to strikes
1968-03-01,289,Working days lost due to strikes
1968-04-01,257,Working days lost due to strikes
1968-05-01,1861,Working days lost due to strikes
1968-06-01,277,Working days lost due to strikes
1968-07-01,179,Working days lost due to strikes
1968-08-01,217,Working days lost due to strikes
1968-09-01,403,Working days lost due to strikes
1968-10-01,377,Working days lost due to strikes
1968-11-01,289,Working days lost due to strikes
1968-12-01,115,Working days lost due to strikes
1969-01-01,364,Working days lost due to strikes
1969-02-01,433,Working days lost due to strikes
1969-03-01,754,Working days lost due to strikes
1969-04-01,310,Working days lost due to strikes
1969-05-01,402,Working days lost due to strikes
1969-06-01,405,Working days lost due to strikes
1969-07-01,434,Working days lost due to strikes
1969-08-01,563,Working days lost due to strikes
1969-09-01,400,Working days lost due to strikes
1969-10-01,1853,Working days lost due to strikes
1969-11-01,536,Working days lost due to strikes
1969-12-01,392,Working days lost due to strikes
1970-01-01,446,Working days lost due to strikes
1970-02-01,880,Working days lost due to strikes
1970-03-01,875,Working days lost due to strikes
1970-04-01,928,Working days lost due to strikes
1970-05-01,911,Working days lost due to strikes
1970-06-01,962,Working days lost due to strikes
1970-07-01,1105,Working days lost due to strikes
1970-08-01,530,Working days lost due to strikes
1970-09-01,773,Working days lost due to strikes
1970-10-01,1659,Working days lost due to strikes
1970-11-01,1600,Working days lost due to strikes
1970-12-01,310,Working days lost due to strikes
1971-01-01,2043,Working days lost due to strikes
1971-02-01,5119,Working days lost due to strikes
1971-03-01,2335,Working days lost due to strikes
1971-04-01,493,Working days lost due to strikes
1971-05-01,439,Working days lost due to strikes
1971-06-01,537,Working days lost due to strikes
1971-07-01,275,Working days lost due to strikes
1971-08-01,438,Working days lost due to strikes
1971-09-01,569,Working days lost due to strikes
1971-10-01,409,Working days lost due to strikes
1971-11-01,619,Working days lost due to strikes
1971-12-01,276,Working days lost due to strikes
1972-01-01,5486,Working days lost due to strikes
1972-02-01,6514,Working days lost due to strikes
1972-03-01,522,Working days lost due to strikes
1972-04-01,859,Working days lost due to strikes
1972-05-01,1003,Working days lost due to strikes
1972-06-01,1130,Working days lost due to strikes
1972-07-01,1184,Working days lost due to strikes
1972-08-01,3132,Working days lost due to strikes
1972-09-01,2517,Working days lost due to strikes
1972-10-01,956,Working days lost due to strikes
1972-11-01,374,Working days lost due to strikes
1972-12-01,232,Working days lost due to strikes
1973-01-01,400,Working days lost due to strikes
1973-02-01,695,Working days lost due to strikes
1973-03-01,1161,Working days lost due to strikes
1973-04-01,641,Working days lost due to strikes
1973-05-01,499,Working days lost due to strikes
1973-06-01,763,Working days lost due to strikes
1973-07-01,276,Working days lost due to strikes
1973-08-01,378,Working days lost due to strikes
1973-09-01,699,Working days lost due to strikes
1973-10-01,702,Working days lost due to strikes
1973-11-01,715,Working days lost due to strikes
1973-12-01,269,Working days lost due to strikes
1974-01-01,213,Working days lost due to strikes
1974-02-01,4085,Working days lost due to strikes
1974-03-01,2196,Working days lost due to strikes
1974-04-01,667,Working days lost due to strikes
1974-05-01,838,Working days lost due to strikes
1974-06-01,856,Working days lost due to strikes
1974-07-01,499,Working days lost due to strikes
1974-08-01,520,Working days lost due to strikes
1974-09-01,999,Working days lost due to strikes
1974-10-01,1656,Working days lost due to strikes
1974-11-01,1459,Working days lost due to strikes
1974-12-01,764,Working days lost due to strikes
1975-01-01,339,Working days lost due to strikes
1975-02-01,388,Working days lost due to strikes
1975-03-01,711,Working days lost due to strikes
1975-04-01,668,Working days lost due to strikes
1975-05-01,864,Working days lost due to strikes
1975-06-01,935,Working days lost due to strikes
1975-07-01,631,Working days lost due to strikes
1975-08-01,469,Working days lost due to strikes
1975-09-01,300,Working days lost due to strikes
1975-10-01,352,Working days lost due to strikes
1975-11-01,220,Working days lost due to strikes
1975-12-01,135,Working days lost due to strikes
1976-01-01,324,Working days lost due to strikes
1976-02-01,240,Working days lost due to strikes
1976-03-01,304,Working days lost due to strikes
1976-04-01,298,Working days lost due to strikes
1976-05-01,200,Working days lost due to strikes
1976-06-01,224,Working days lost due to strikes
1976-07-01,219,Working days lost due to strikes
1976-08-01,321,Working days lost due to strikes
1976-09-01,385,Working days lost due to strikes
1976-10-01,254,Working days lost due to strikes
1976-11-01,327,Working days lost due to strikes
1976-12-01,188,Working days lost due to strikes
1977-01-01,434,Working days lost due to strikes
1977-02-01,781,Working days lost due to strikes
1977-03-01,1042,Working days lost due to strikes
1977-04-01,619,Working days lost due to strikes
1977-05-01,678,Working days lost due to strikes
1977-06-01,514,Working days lost due to strikes
1977-07-01,299,Working days lost due to strikes
1977-08-01,868,Working days lost due to strikes
1977-09-01,1277,Working days lost due to strikes
1977-10-01,998,Working days lost due to strikes
1977-11-01,1624,Working days lost due to strikes
1977-12-01,1008,Working days lost due to strikes
1978-01-01,836,Working days lost due to strikes
1978-02-01,571,Working days lost due to strikes
1978-03-01,377,Working days lost due to strikes
1978-04-01,595,Working days lost due to strikes
1978-05-01,527,Working days lost due to strikes
1978-06-01,452,Working days lost due to strikes
1978-07-01,379,Working days lost due to strikes
1978-08-01,472,Working days lost due to strikes
1978-09-01,878,Working days lost due to strikes
1978-10-01,1857,Working days lost due to strikes
1978-11-01,1918,Working days lost due to strikes
1978-12-01,542,Working days lost due to strikes
1979-01-01,2966,Working days lost due to strikes
1979-02-01,2425,Working days lost due to strikes
1979-03-01,1333,Working days lost due to strikes
1979-04-01,867,Working days lost due to strikes
1979-05-01,485,Working days lost due to strikes
1979-06-01,613,Working days lost due to strikes
1979-07-01,662,Working days lost due to strikes
1979-08-01,4103,Working days lost due to strikes
1979-09-01,11716,Working days lost due to strikes
1979-10-01,3508,Working days lost due to strikes
1979-11-01,606,Working days lost due to strikes
1979-12-01,190,Working days lost due to strikes
1980-01-01,2775,Working days lost due to strikes
1980-02-01,3254,Working days lost due to strikes
1980-03-01,3262,Working days lost due to strikes
1980-04-01,977,Working days lost due to strikes
1980-05-01,463,Working days lost due to strikes
1980-06-01,304,Working days lost due to strikes
1980-07-01,170,Working days lost due to strikes
1980-08-01,119,Working days lost due to strikes
1980-09-01,207,Working days lost due to strikes
1980-10-01,198,Working days lost due to strikes
1980-11-01,179,Working days lost due to strikes
1980-12-01,56,Working days lost due to strikes
1981-01-01,249,Working days lost due to strikes
1981-02-01,473,Working days lost due to strikes
1981-03-01,646,Working days lost due to strikes
1981-04-01,565,Working days lost due to strikes
1981-05-01,408,Working days lost due to strikes
1981-06-01,358,Working days lost due to strikes
1981-07-01,289,Working days lost due to strikes
1981-08-01,108,Working days lost due to strikes
1981-09-01,169,Working days lost due to strikes
1981-10-01,336,Working days lost due to strikes
1981-11-01,506,Working days lost due to strikes
1981-12-01,160,Working days lost due to strikes
1982-01-01,710,Working days lost due to strikes
1982-02-01,851,Working days lost due to strikes
1982-03-01,355,Working days lost due to strikes
1982-04-01,321,Working days lost due to strikes
1982-05-01,273,Working days lost due to strikes
1982-06-01,611,Working days lost due to strikes
1982-07-01,444,Working days lost due to strikes
1982-08-01,219,Working days lost due to strikes
1982-09-01,753,Working days lost due to strikes
1982-10-01,428,Working days lost due to strikes
1982-11-01,239,Working days lost due to strikes
1982-12-01,111,Working days lost due to strikes
1983-01-01,327,Working days lost due to strikes
1983-02-01,746,Working days lost due to strikes
1983-03-01,527,Working days lost due to strikes
1983-04-01,386,Working days lost due to strikes
1983-05-01,139,Working days lost due to strikes
1983-06-01,118,Working days lost due to strikes
1983-07-01,186,Working days lost due to strikes
1983-08-01,206,Working days lost due to strikes
1983-09-01,298,Working days lost due to strikes
1983-10-01,303,Working days lost due to strikes
1983-11-01,366,Working days lost due to strikes
1983-12-01,153,Working days lost due to strikes
1984-01-01,288,Working days lost due to strikes
1984-02-01,542,Working days lost due to strikes
1984-03-01,2174,Working days lost due to strikes
1984-04-01,2684,Working days lost due to strikes
1984-05-01,2981,Working days lost due to strikes
1984-06-01,2749,Working days lost due to strikes
1984-07-01,2535,Working days lost due to strikes
1984-08-01,2351,Working days lost due to strikes
1984-09-01,2608,Working days lost due to strikes
1984-10-01,3082,Working days lost due to strikes
1984-11-01,3041,Working days lost due to strikes
1984-12-01,2100,Working days lost due to strikes
1985-01-01,2136,Working days lost due to strikes
1985-02-01,1999,Working days lost due to strikes
1985-03-01,442,Working days lost due to strikes
1985-04-01,191,Working days lost due to strikes
1985-05-01,244,Working days lost due to strikes
1985-06-01,162,Working days lost due to strikes
1985-07-01,113,Working days lost due to strikes
1985-08-01,99,Working days lost due to strikes
1985-09-01,286,Working days lost due to strikes
1985-10-01,280,Working days lost due to strikes
1985-11-01,228,Working days lost due to strikes
1985-12-01,220,Working days lost due to strikes
1986-01-01,217,Working days lost due to strikes
1986-02-01,248,Working days lost due to strikes
1986-03-01,184,Working days lost due to strikes
1986-04-01,145,Working days lost due to strikes
1986-05-01,288,Working days lost due to strikes
1986-06-01,170,Working days lost due to strikes
1986-07-01,67,Working days lost due to strikes
1986-08-01,67,Working days lost due to strikes
1986-09-01,154,Working days lost due to strikes
1986-10-01,167,Working days lost due to strikes
1986-11-01,117,Working days lost due to strikes
1986-12-01,97,Working days lost due to strikes
1987-01-01,889,Working days lost due to strikes
1987-02-01,928,Working days lost due to strikes
1987-03-01,251,Working days lost due to strikes
1987-04-01,336,Working days lost due to strikes
1987-05-01,222,Working days lost due to strikes
1987-06-01,345,Working days lost due to strikes
1987-07-01,214,Working days lost due to strikes
1987-08-01,43,Working days lost due to strikes
1987-09-01,56,Working days lost due to strikes
1987-10-01,76,Working days lost due to strikes
1987-11-01,127,Working days lost due to strikes
1987-12-01,60,Working days lost due to strikes
1988-01-01,106,Working days lost due to strikes
1988-02-01,655,Working days lost due to strikes
1988-03-01,259,Working days lost due to strikes
1988-04-01,66,Working days lost due to strikes
1988-05-01,140,Working days lost due to strikes
1988-06-01,306,Working days lost due to strikes
1988-07-01,349,Working days lost due to strikes
1988-08-01,431,Working days lost due to strikes
1988-09-01,1115,Working days lost due to strikes
1988-10-01,53,Working days lost due to strikes
1988-11-01,183,Working days lost due to strikes
1988-12-01,38,Working days lost due to strikes
1989-01-01,42,Working days lost due to strikes
1989-02-01,64,Working days lost due to strikes
1989-03-01,80,Working days lost due to strikes
1989-04-01,106,Working days lost due to strikes
1989-05-01,184,Working days lost due to strikes
1989-06-01,259,Working days lost due to strikes
1989-07-01,2424,Working days lost due to strikes
1989-08-01,99,Working days lost due to strikes
1989-09-01,71,Working days lost due to strikes
1989-10-01,162,Working days lost due to strikes
1989-11-01,341,Working days lost due to strikes
1989-12-01,297,Working days lost due to strikes
1990-01-01,443,Working days lost due to strikes
1990-02-01,515,Working days lost due to strikes
1990-03-01,236,Working days lost due to strikes
1990-04-01,112,Working days lost due to strikes
1990-05-01,131,Working days lost due to strikes
1990-06-01,150,Working days lost due to strikes
1990-07-01,55,Working days lost due to strikes
1990-08-01,67,Working days lost due to strikes
1990-09-01,35,Working days lost due to strikes
1990-10-01,54,Working days lost due to strikes
1990-11-01,65,Working days lost due to strikes
1990-12-01,40,Working days lost due to strikes
1991-01-01,44,Working days lost due to strikes
1991-02-01,36,Working days lost due to strikes
1991-03-01,55,Working days lost due to strikes
1991-04-01,105,Working days lost due to strikes
1991-05-01,105,Working days lost due to strikes
1991-06-01,53,Working days lost due to strikes
1991-07-01,57,Working days lost due to strikes
1991-08-01,64,Working days lost due to strikes
1991-09-01,78,Working days lost due to strikes
1991-10-01,84,Working days lost due to strikes
1991-11-01,46,Working days lost due to strikes
1991-12-01,34,Working days lost due to strikes
1992-01-01,56,Working days lost due to strikes
1992-02-01,24,Working days lost due to strikes
1992-03-01,35,Working days lost due to strikes
1992-04-01,24,Working days lost due to strikes
1992-05-01,28,Working days lost due to strikes
1992-06-01,33,Working days lost due to strikes
1992-07-01,37,Working days lost due to strikes
1992-08-01,54,Working days lost due to strikes
1992-09-01,70,Working days lost due to strikes
1992-10-01,47,Working days lost due to strikes
1992-11-01,65,Working days lost due to strikes
1992-12-01,53,Working days lost due to strikes
1993-01-01,49,Working days lost due to strikes
1993-02-01,71,Working days lost due to strikes
1993-03-01,74,Working days lost due to strikes
1993-04-01,154,Working days lost due to strikes
1993-05-01,30,Working days lost due to strikes
1993-06-01,15,Working days lost due to strikes
1993-07-01,50,Working days lost due to strikes
1993-08-01,19,Working days lost due to strikes
1993-09-01,8,Working days lost due to strikes
1993-10-01,4,Working days lost due to strikes
1993-11-01,175,Working days lost due to strikes
1993-12-01,1,Working days lost due to strikes
1994-01-01,2,Working days lost due to strikes
1994-02-01,4,Working days lost due to strikes
1994-03-01,8,Working days lost due to strikes
1994-04-01,15,Working days lost due to strikes
1994-05-01,33,Working days lost due to strikes
1994-06-01,70,Working days lost due to strikes
1994-07-01,32,Working days lost due to strikes
1994-08-01,39,Working days lost due to strikes
1994-09-01,20,Working days lost due to strikes
1994-10-01,14,Working days lost due to strikes
1994-11-01,17,Working days lost due to strikes
1994-12-01,23,Working days lost due to strikes
1995-01-01,24,Working days lost due to strikes
1995-02-01,18,Working days lost due to strikes
1995-03-01,28,Working days lost due to strikes
1995-04-01,34,Working days lost due to strikes
1995-05-01,51,Working days lost due to strikes
1995-06-01,16,Working days lost due to strikes
1995-07-01,32,Working days lost due to strikes
1995-08-01,19,Working days lost due to strikes
1995-09-01,24,Working days lost due to strikes
1995-10-01,31,Working days lost due to strikes
1995-11-01,77,Working days lost due to strikes
1995-12-01,60,Working days lost due to strikes
1996-01-01,51,Working days lost due to strikes
1996-02-01,36,Working days lost due to strikes
1996-03-01,15,Working days lost due to strikes
1996-04-01,13,Working days lost due to strikes
1996-05-01,8,Working days lost due to strikes
1996-06-01,241,Working days lost due to strikes
1996-07-01,149,Working days lost due to strikes
1996-08-01,442,Working days lost due to strikes
1996-09-01,122,Working days lost due to strikes
1996-10-01,39,Working days lost due to strikes
1996-11-01,162,Working days lost due to strikes
1996-12-01,25,Working days lost due to strikes
1997-01-01,25,Working days lost due to strikes
1997-02-01,14,Working days lost due to strikes
1997-03-01,36,Working days lost due to strikes
1997-04-01,48,Working days lost due to strikes
1997-05-01,36,Working days lost due to strikes
1997-06-01,13,Working days lost due to strikes
1997-07-01,11,Working days lost due to strikes
1997-08-01,6,Working days lost due to strikes
1997-09-01,1,Working days lost due to strikes
1997-10-01,19,Working days lost due to strikes
1997-11-01,14,Working days lost due to strikes
1997-12-01,12,Working days lost due to strikes
1998-01-01,16,Working days lost due to strikes
1998-02-01,19,Working days lost due to strikes
1998-03-01,33,Working days lost due to strikes
1998-04-01,14,Working days lost due to strikes
1998-05-01,7,Working days lost due to strikes
1998-06-01,69,Working days lost due to strikes
1998-07-01,59,Working days lost due to strikes
1998-08-01,24,Working days lost due to strikes
1998-09-01,6,Working days lost due to strikes
1998-10-01,7,Working days lost due to strikes
1998-11-01,18,Working days lost due to strikes
1998-12-01,11,Working days lost due to strikes
1999-01-01,9,Working days lost due to strikes
1999-02-01,27,Working days lost due to strikes
1999-03-01,35,Working days lost due to strikes
1999-04-01,4,Working days lost due to strikes
1999-05-01,50,Working days lost due to strikes
1999-06-01,16,Working days lost due to strikes
1999-07-01,8,Working days lost due to strikes
1999-08-01,10,Working days lost due to strikes
1999-09-01,22,Working days lost due to strikes
1999-10-01,19,Working days lost due to strikes
1999-11-01,22,Working days lost due to strikes
1999-12-01,20,Working days lost due to strikes
2000-01-01,11,Working days lost due to strikes
2000-02-01,6,Working days lost due to strikes
2000-03-01,18,Working days lost due to strikes
2000-04-01,11,Working days lost due to strikes
2000-05-01,14,Working days lost due to strikes
2000-06-01,7,Working days lost due to strikes
2000-07-01,36,Working days lost due to strikes
2000-08-01,115,Working days lost due to strikes
2000-09-01,93,Working days lost due to strikes
2000-10-01,14,Working days lost due to strikes
2000-11-01,115,Working days lost due to strikes
2000-12-01,59,Working days lost due to strikes
2001-01-01,52,Working days lost due to strikes
2001-02-01,36,Working days lost due to strikes
2001-03-01,48,Working days lost due to strikes
2001-04-01,16,Working days lost due to strikes
2001-05-01,93,Working days lost due to strikes
2001-06-01,12,Working days lost due to strikes
2001-07-01,24,Working days lost due to strikes
2001-08-01,18,Working days lost due to strikes
2001-09-01,24,Working days lost due to strikes
2001-10-01,39,Working days lost due to strikes
2001-11-01,62,Working days lost due to strikes
2001-12-01,102,Working days lost due to strikes
2002-01-01,94,Working days lost due to strikes
2002-02-01,24,Working days lost due to strikes
2002-03-01,80,Working days lost due to strikes
2002-04-01,19,Working days lost due to strikes
2002-05-01,81,Working days lost due to strikes
2002-06-01,57,Working days lost due to strikes
2002-07-01,521,Working days lost due to strikes
2002-08-01,13,Working days lost due to strikes
2002-09-01,10,Working days lost due to strikes
2002-10-01,42,Working days lost due to strikes
2002-11-01,371,Working days lost due to strikes
2002-12-01,11,Working days lost due to strikes
2003-01-01,92,Working days lost due to strikes
2003-02-01,13,Working days lost due to strikes
2003-03-01,14,Working days lost due to strikes
2003-04-01,10,Working days lost due to strikes
2003-05-01,26,Working days lost due to strikes
2003-06-01,33,Working days lost due to strikes
2003-07-01,47,Working days lost due to strikes
2003-08-01,12,Working days lost due to strikes
2003-09-01,24,Working days lost due to strikes
2003-10-01,131,Working days lost due to strikes
2003-11-01,62,Working days lost due to strikes
2003-12-01,36,Working days lost due to strikes
2004-01-01,32,Working days lost due to strikes
2004-02-01,220,Working days lost due to strikes
2004-03-01,132,Working days lost due to strikes
2004-04-01,200,Working days lost due to strikes
2004-05-01,62,Working days lost due to strikes
2004-06-01,19,Working days lost due to strikes
2004-07-01,94,Working days lost due to strikes
2004-08-01,16,Working days lost due to strikes
2004-09-01,7,Working days lost due to strikes
2004-10-01,7,Working days lost due to strikes
2004-11-01,114,Working days lost due to strikes
2004-12-01,3,Working days lost due to strikes
2005-01-01,1,Working days lost due to strikes
2005-02-01,8,Working days lost due to strikes
2005-03-01,4,Working days lost due to strikes
2005-04-01,6,Working days lost due to strikes
2005-05-01,32,Working days lost due to strikes
2005-06-01,5,Working days lost due to strikes
2005-07-01,15,Working days lost due to strikes
2005-08-01,17,Working days lost due to strikes
2005-09-01,29,Working days lost due to strikes
2005-10-01,7,Working days lost due to strikes
2005-11-01,19,Working days lost due to strikes
2005-12-01,15,Working days lost due to strikes
2006-01-01,77,Working days lost due to strikes
2006-02-01,14,Working days lost due to strikes
2006-03-01,482,Working days lost due to strikes
2006-04-01,3,Working days lost due to strikes
2006-05-01,83,Working days lost due to strikes
2006-06-01,6,Working days lost due to strikes
2006-07-01,14,Working days lost due to strikes
2006-08-01,6,Working days lost due to strikes
2006-09-01,23,Working days lost due to strikes
2006-10-01,13,Working days lost due to strikes
2006-11-01,23,Working days lost due to strikes
2006-12-01,11,Working days lost due to strikes
2007-01-01,124,Working days lost due to strikes
2007-02-01,4,Working days lost due to strikes
2007-03-01,14,Working days lost due to strikes
2007-04-01,3,Working days lost due to strikes
2007-05-01,111,Working days lost due to strikes
2007-06-01,90,Working days lost due to strikes
2007-07-01,187,Working days lost due to strikes
2007-08-01,87,Working days lost due to strikes
2007-09-01,8,Working days lost due to strikes
2007-10-01,327,Working days lost due to strikes
2007-11-01,17,Working days lost due to strikes
2007-12-01,68,Working days lost due to strikes
2008-01-01,4,Working days lost due to strikes
2008-02-01,12,Working days lost due to strikes
2008-03-01,67,Working days lost due to strikes
2008-04-01,145,Working days lost due to strikes
2008-05-01,3,Working days lost due to strikes
2008-06-01,8,Working days lost due to strikes
2008-07-01,369,Working days lost due to strikes
2008-08-01,73,Working days lost due to strikes
2008-09-01,69,Working days lost due to strikes
2008-10-01,5,Working days lost due to strikes
2008-11-01,3,Working days lost due to strikes
2008-12-01,1,Working days lost due to strikes
2009-01-01,7,Working days lost due to strikes
2009-02-01,15,Working days lost due to strikes
2009-03-01,3,Working days lost due to strikes
2009-04-01,2,Working days lost due to strikes
2009-05-01,5,Working days lost due to strikes
2009-06-01,47,Working days lost due to strikes
2009-07-01,24,Working days lost due to strikes
2009-08-01,37,Working days lost due to strikes
2009-09-01,73,Working days lost due to strikes
2009-10-01,204,Working days lost due to strikes
2009-11-01,36,Working days lost due to strikes
2009-12-01,3,Working days lost due to strikes
2010-01-01,4,Working days lost due to strikes
2010-02-01,3,Working days lost due to strikes
2010-03-01,277,Working days lost due to strikes
2010-04-01,2,Working days lost due to strikes
2010-05-01,13,Working days lost due to strikes
2010-06-01,7,Working days lost due to strikes
2010-07-01,2,Working days lost due to strikes
2010-08-01,2,Working days lost due to strikes
2010-09-01,11,Working days lost due to strikes
2010-10-01,13,Working days lost due to strikes
2010-11-01,24,Working days lost due to strikes
2010-12-01,7,Working days lost due to strikes
2011-01-01,9,Working days lost due to strikes
2011-02-01,2,Working days lost due to strikes
2011-03-01,49,Working days lost due to strikes
2011-04-01,13,Working days lost due to strikes
2011-05-01,11,Working days lost due to strikes
2011-06-01,272,Working days lost due to strikes
2011-07-01,5,Working days lost due to strikes
2011-08-01,5,Working days lost due to strikes
2011-09-01,7,Working days lost due to strikes
2011-10-01,11,Working days lost due to strikes
2011-11-01,997,Working days lost due to strikes
2011-12-01,7,Working days lost due to strikes
2012-01-01,21,Working days lost due to strikes
2012-02-01,5,Working days lost due to strikes
2012-03-01,29,Working days lost due to strikes
2012-04-01,6,Working days lost due to strikes
2012-05-01,112,Working days lost due to strikes
2012-06-01,35,Working days lost due to strikes
2012-07-01,7,Working days lost due to strikes
2012-08-01,10,Working days lost due to strikes
2012-09-01,8,Working days lost due to strikes
2012-10-01,3,Working days lost due to strikes
2012-11-01,9,Working days lost due to strikes
2012-12-01,4,Working days lost due to strikes
2013-01-01,5,Working days lost due to strikes
2013-02-01,3,Working days lost due to strikes
2013-03-01,87,Working days lost due to strikes
2013-04-01,30,Working days lost due to strikes
2013-05-01,12,Working days lost due to strikes
2013-06-01,79,Working days lost due to strikes
2013-07-01,7,Working days lost due to strikes
2013-08-01,5,Working days lost due to strikes
2013-09-01,9,Working days lost due to strikes
2013-10-01,156,Working days lost due to strikes
2013-11-01,13,Working days lost due to strikes
2013-12-01,38,Working days lost due to strikes
2014-01-01,8,Working days lost due to strikes
2014-02-01,32,Working days lost due to strikes
2014-03-01,109,Working days lost due to strikes
2014-04-01,11,Working days lost due to strikes
2014-05-01,16,Working days lost due to strikes
2014-06-01,36,Working days lost due to strikes
2014-07-01,386,Working days lost due to strikes
2014-08-01,27,Working days lost due to strikes
2014-09-01,3,Working days lost due to strikes
2014-10-01,101,Working days lost due to strikes
2014-11-01,44,Working days lost due to strikes
2014-12-01,13,Working days lost due to strikes
2015-01-01,22,Working days lost due to strikes
2015-02-01,24,Working days lost due to strikes
2015-03-01,23,Working days lost due to strikes
2015-04-01,7,Working days lost due to strikes
2015-05-01,12,Working days lost due to strikes
2015-06-01,8,Working days lost due to strikes
2015-07-01,18,Working days lost due to strikes
2015-08-01,22,Working days lost due to strikes
2015-09-01,8,Working days lost due to strikes
2015-10-01,3,Working days lost due to strikes
2015-11-01,13,Working days lost due to strikes
2015-12-01,9,Working days lost due to strikes
2016-01-01,20,Working days lost due to strikes
2016-02-01,18,Working days lost due to strikes
2016-03-01,35,Working days lost due to strikes
2016-04-01,73,Working days lost due to strikes
2016-05-01,22,Working days lost due to strikes
2016-06-01,16,Working days lost due to strikes
2016-07-01,76,Working days lost due to strikes
2016-08-01,5,Working days lost due to strikes
2016-09-01,8,Working days lost due to strikes
2016-10-01,8,Working days lost due to strikes
2016-11-01,22,Working days lost due to strikes
2016-12-01,19,Working days lost due to strikes
2017-01-01,17,Working days lost due to strikes
2017-02-01,20,Working days lost due to strikes
2017-03-01,18,Working days lost due to strikes
2017-04-01,20,Working days lost due to strikes
2017-05-01,50,Working days lost due to strikes
2017-06-01,2,Working days lost due to strikes
2017-07-01,50,Working days lost due to strikes
2017-08-01,62,Working days lost due to strikes
2017-09-01,10,Working days lost due to strikes
2017-10-01,8,Working days lost due to strikes
2017-11-01,8,Working days lost due to strikes
2017-12-01,10,Working days lost due to strikes
2018-01-01,9,Working days lost due to strikes
2018-02-01,73,Working days lost due to strikes
2018-03-01,114,Working days lost due to strikes
2018-04-01,3,Working days lost due to strikes
2018-05-01,7,Working days lost due to strikes
2018-06-01,17,Working days lost due to strikes
2018-07-01,4,Working days lost due to strikes
2018-08-01,4,Working days lost due to strikes
2018-09-01,9,Working days lost due to strikes
2018-10-01,16,Working days lost due to strikes
2018-11-01,11,Working days lost due to strikes
2018-12-01,5,Working days lost due to strikes
2019-01-01,11,Working days lost due to strikes
2019-02-01,7,Working days lost due to strikes
2019-03-01,9,Working days lost due to strikes
2019-04-01,2,Working days lost due to strikes
2019-05-01,10,Working days lost due to strikes
2019-06-01,12,Working days lost due to strikes
2019-07-01,11,Working days lost due to strikes
2019-08-01,7,Working days lost due to strikes
2019-09-01,9,Working days lost due to strikes
2019-10-01,8,Working days lost due to strikes
2019-11-01,84,Working days lost due to strikes
2019-12-01,64,Working days lost due to strikes
2020-01-01,18,Working days lost due to strikes
2020-02-01,,Working days lost due to strikes
2020-03-01,,Working days lost due to strikes
2020-04-01,,Working days lost due to strikes
2020-05-01,,Working days lost due to strikes
2020-06-01,,Working days lost due to strikes
2020-07-01,,Working days lost due to strikes
2020-08-01,,Working days lost due to strikes
2020-09-01,,Working days lost due to strikes
2020-10-01,,Working days lost due to strikes
2020-11-01,,Working days lost due to strikes
2020-12-01,,Working days lost due to strikes
